Time,Blank,Blank,Blank,EAS 80,EAS 80,EAS 80,EAS 40,EAS 40,EAS 40,EAS 20,EAS 20,EAS 20,EAS 10,EAS 10,EAS 10,EAS 5,EAS 5,EAS 5
238.5,2274,2253,2142,67980,61996,62196,27925,28810,27623,15364,15114,14804,10716,11152,11264,5116,5317,4972
239,2271,2156,2100,67426,62068,62546,27956,29022,27597,15196,15220,14688,10703,11228,11251,5083,5308,5006
239.5,2250,2138,2108,67796,61970,62580,27846,29054,27395,15467,15089,14735,10711,11257,11198,5166,5250,4971
240,2210,2078,2095,68003,62074,62720,28027,28918,27583,15298,14927,15078,10718,11303,11192,5099,5311,4971
240.5,2226,2216,2118,67326,62068,62398,28250,28880,27572,15293,15279,15486,10734,11202,11196,5105,5358,4900
241,2255,2278,2205,68102,62290,62219,28232,28728,27632,15248,15091,14567,10659,11365,11124,5034,5250,4987
241.5,2237,2120,2058,67765,61881,62420,28134,28870,27344,15395,15134,14972,10800,11292,11202,5068,5255,4950
242,2268,2163,2154,67593,62295,62252,27863,28770,27536,15276,15075,14788,10735,11226,11186,5047,5279,4976
242.5,2265,2256,2184,67546,62434,62526,27739,28764,27688,15380,15198,15076,10804,11282,11191,5116,5202,4951
243,2258,2238,2161,67430,61618,61817,27585,28707,27401,15380,15112,15216,10795,11137,11170,5076,5253,4982
243.5,2224,2173,2148,67257,61767,62899,27523,28750,27471,15355,15273,14600,10692,11180,11132,5104,5295,4950
244,2270,2162,2080,67220,61924,62396,27902,28495,27580,15323,15017,14979,10787,11197,11076,5144,5209,4926
244.5,2265,2229,2191,67756,62110,62622,27957,28664,27371,15310,15078,15306,10740,11119,11204,5016,5293,4957
245,2262,2210,2170,67380,61907,62525,28013,28750,27713,15172,14998,15372,10650,11288,11125,5048,5286,4907
245.5,2272,2160,2094,68318,61854,62018,27763,28720,27492,15287,14984,15028,10681,11127,11122,5088,5247,4812
246,2281,2126,2060,68014,61514,62392,28432,28583,27442,15176,15107,14600,10743,11258,11307,5059,5310,4839
246.5,2218,2185,2114,66884,61910,62151,27710,28750,27346,15228,14987,15456,10778,11220,10990,5149,5232,4904
247,2260,2177,2101,66979,61352,61782,27922,28751,27427,15253,15022,15053,10744,11161,11154,5076,5218,4908
247.5,2256,2220,2152,67236,61799,61670,27863,28754,27344,15276,15174,14649,10664,11251,11272,5018,5207,4868
248,2257,2215,2127,66974,61454,61678,27710,28558,27234,15142,15063,15361,10717,11291,11063,5070,5275,4867
248.5,2279,2207,2166,67432,61021,61304,27804,28698,27053,15214,15026,15414,10598,11164,11133,5031,5186,4901
249,2259,2236,2163,66740,61386,62139,27730,28672,27374,15141,15024,15048,10717,11194,11205,5088,5241,4818
249.5,2223,2248,2126,67053,61397,62063,27814,28484,26992,15079,14956,14603,10748,11210,11166,5003,5224,4908
